OrderID,OrderDate,Region,Country,Category,Sub-Category,Product,Quantity,UnitPrice,Discount,Sales,Profit
ORD100436,2023-12-12,East,China,Office Supplies,Pens,Pens Model 896,2,73.15,0.0,146.3,34.93
ORD101105,2023-12-12,North,Norway,Furniture,Tables,Tables Model 958,7,81.02,0.0,567.14,135.86
ORD100265,2023-12-12,North,UK,Office Supplies,Paper,Paper Model 457,5,199.74,0.1,998.7,187.86
ORD101158,2023-12-13,Central,France,Office Supplies,Binders,Binders Model 716,3,525.39,0.0,1576.17,134.14
ORD100763,2023-12-14,North,UK,Technology,Computers,Computers Model 662,2,343.53,0.1,687.06,64.25
ORD100650,2023-12-14,West,USA,Office Supplies,Binders,Binders Model 257,3,131.6,0.0,394.8,66.1
ORD100695,2023-12-14,South,Australia,Technology,Phones,Phones Model 930,4,168.77,0.05,675.08,47.16
ORD100170,2023-12-14,Central,Germany,Technology,Computers,Computers Model 192,3,159.64,0.0,478.92,90.24
ORD100245,2023-12-15,East,China,Technology,Accessories,Accessories Model 589,6,344.05,0.05,2064.3,221.37
ORD101744,2023-12-15,Central,France,Technology,Phones,Phones Model 234,5,248.51,0.05,1242.55,162.8
ORD101226,2023-12-15,East,China,Office Supplies,Paper,Paper Model 419,5,12.62,0.1,63.1,6.72
ORD101018,2023-12-15,South,India,Office Supplies,Paper,Paper Model 162,5,74.63,0.0,373.15,22.52
ORD100351,2023-12-15,Central,Germany,Technology,Computers,Computers Model 944,4,231.22,0.0,924.88,162.5
ORD101589,2023-12-15,South,India,Furniture,Tables,Tables Model 680,3,91.5,0.0,274.5,51.12
ORD101457,2023-12-15,West,Canada,Furniture,Bookcases,Bookcases Model 796,7,234.21,0.05,1639.47,146.43
ORD100941,2023-12-16,North,UK,Technology,Accessories,Accessories Model 135,3,196.37,0.1,589.11,57.55
ORD100939,2023-12-16,South,Australia,Office Supplies,Paper,Paper Model 882,3,232.89,0.0,698.67,159.18
ORD100423,2023-12-16,West,Canada,Furniture,Bookcases,Bookcases Model 601,5,279.03,0.1,1395.15,113.42
ORD100855,2023-12-16,North,UK,Office Supplies,Binders,Binders Model 855,2,392.62,0.0,785.24,72.34
ORD101864,2023-12-18,West,USA,Furniture,Tables,Tables Model 978,8,81.72,0.05,653.76,46.79
ORD101603,2023-12-19,Central,France,Technology,Computers,Computers Model 672,5,531.08,0.05,2655.4,455.01
ORD101873,2023-12-19,North,Norway,Technology,Phones,Phones Model 700,4,301.19,0.0,1204.76,212.16
ORD100398,2023-12-20,Central,France,Technology,Computers,Computers Model 591,1,158.8,0.1,158.8,31.0
ORD101612,2023-12-22,East,Japan,Technology,Phones,Phones Model 567,5,53.65,0.0,268.25,64.5
ORD101117,2023-12-22,Central,Germany,Office Supplies,Binders,Binders Model 574,5,91.02,0.1,455.1,65.9
ORD101853,2023-12-22,North,Norway,Office Supplies,Pens,Pens Model 397,5,76.39,0.0,381.95,39.67
ORD101630,2023-12-22,West,Canada,Office Supplies,Binders,Binders Model 895,5,165.56,0.0,827.8,138.24
ORD101311,2023-12-22,South,India,Office Supplies,Paper,Paper Model 325,5,275.98,0.0,1379.9,175.92
ORD101555,2023-12-23,South,Australia,Office Supplies,Binders,Binders Model 352,5,361.6,0.0,1808.0,223.07
ORD100479,2023-12-23,East,China,Office Supplies,Binders,Binders Model 599,3,146.39,0.05,439.17,59.27
ORD100689,2023-12-24,South,Australia,Furniture,Chairs,Chairs Model 907,4,327.97,0.0,1311.88,228.34
ORD100181,2023-12-25,West,USA,Office Supplies,Pens,Pens Model 321,4,111.06,0.0,444.24,80.38
ORD101818,2023-12-25,West,USA,Furniture,Tables,Tables Model 665,5,543.67,0.0,2718.35,203.0
ORD101486,2023-12-25,West,Canada,Furniture,Chairs,Chairs Model 564,3,61.3,0.0,183.9,10.62
ORD101295,2023-12-25,Central,Germany,Office Supplies,Paper,Paper Model 908,3,222.4,0.05,667.2,140.94
ORD100821,2023-12-26,South,India,Furniture,Chairs,Chairs Model 757,2,64.02,0.0,128.04,13.41
ORD101643,2023-12-26,East,Japan,Office Supplies,Pens,Pens Model 657,6,241.36,0.0,1448.16,331.71
ORD101186,2023-12-26,East,China,Office Supplies,Pens,Pens Model 369,4,176.87,0.0,707.48,60.19
ORD100647,2023-12-27,North,UK,Office Supplies,Pens,Pens Model 628,5,11.63,0.0,58.15,14.17
ORD101946,2023-12-27,Central,Germany,Office Supplies,Paper,Paper Model 441,4,143.52,0.05,574.08,99.56
ORD101178,2023-12-27,Central,France,Furniture,Bookcases,Bookcases Model 552,6,298.78,0.0,1792.68,98.95
ORD101625,2023-12-29,East,China,Technology,Phones,Phones Model 441,2,318.55,0.0,637.1,95.31
ORD101337,2023-12-29,Central,Germany,Technology,Accessories,Accessories Model 519,3,201.63,0.0,604.89,43.19
ORD101607,2023-12-29,Central,France,Office Supplies,Binders,Binders Model 721,3,68.08,0.0,204.24,19.93
ORD100885,2023-12-29,South,Australia,Office Supplies,Paper,Paper Model 396,4,85.68,0.0,342.72,61.78
ORD101107,2023-12-29,East,China,Office Supplies,Binders,Binders Model 917,5,229.02,0.05,1145.1,82.52
ORD101452,2023-12-30,East,China,Technology,Computers,Computers Model 407,3,211.59,0.05,634.77,101.03
ORD101880,2023-12-30,East,China,Technology,Accessories,Accessories Model 190,3,234.59,0.0,703.77,85.87
ORD101278,2023-12-30,West,Canada,Furniture,Tables,Tables Model 457,2,18.39,0.05,36.78,7.91
ORD101366,2023-12-31,South,India,Technology,Computers,Computers Model 495,7,201.33,0.05,1409.31,126.76
ORD100323,2023-12-31,Central,Germany,Office Supplies,Paper,Paper Model 443,2,372.06,0.0,744.12,172.76
ORD100877,2023-12-31,South,Australia,Office Supplies,Binders,Binders Model 406,4,272.83,0.0,1091.32,256.41
ORD100618,2023-12-31,East,Japan,Technology,Computers,Computers Model 890,5,132.47,0.0,662.35,139.9
ORD101647,2023-12-31,South,India,Technology,Computers,Computers Model 597,6,167.63,0.0,1005.78,110.17
ORD101527,2024-01-01,South,Australia,Furniture,Tables,Tables Model 872,3,58.4,0.0,175.2,31.58
ORD101771,2024-01-01,West,Canada,Furniture,Tables,Tables Model 176,5,333.09,0.1,1665.45,29.26
ORD100059,2024-01-02,Central,France,Technology,Accessories,Accessories Model 930,6,360.46,0.0,2162.76,162.75
ORD101965,2024-01-02,Central,France,Technology,Accessories,Accessories Model 938,5,431.51,0.0,2157.55,226.26
ORD100572,2024-01-02,South,Australia,Furniture,Tables,Tables Model 940,2,633.76,0.05,1267.52,121.64
ORD100918,2024-01-04,Central,Germany,Office Supplies,Pens,Pens Model 143,4,53.51,0.0,214.04,23.55
ORD100655,2024-01-04,South,Australia,Technology,Accessories,Accessories Model 306,3,71.56,0.0,214.68,18.45
ORD100547,2024-01-04,East,Japan,Furniture,Bookcases,Bookcases Model 659,2,107.87,0.0,215.74,43.73
ORD100427,2024-01-05,West,USA,Technology,Accessories,Accessories Model 659,4,309.42,0.05,1237.68,93.62
ORD101822,2024-01-05,North,UK,Office Supplies,Pens,Pens Model 462,2,293.17,0.0,586.34,106.87
ORD101896,2024-01-06,Central,Germany,Technology,Computers,Computers Model 951,4,309.28,0.05,1237.12,224.4
ORD101206,2024-01-06,East,China,Office Supplies,Pens,Pens Model 482,4,94.38,0.0,377.52,29.69
ORD101341,2024-01-06,South,India,Office Supplies,Paper,Paper Model 361,3,244.74,0.0,734.22,157.28
ORD101139,2024-01-06,Central,France,Furniture,Chairs,Chairs Model 495,5,18.23,0.0,91.15,20.12
ORD101437,2024-01-07,North,Norway,Furniture,Tables,Tables Model 308,3,247.0,0.05,741.0,160.02
ORD100692,2024-01-08,East,China,Office Supplies,Pens,Pens Model 944,3,367.5,0.0,1102.5,248.35
ORD100346,2024-01-08,Central,France,Office Supplies,Binders,Binders Model 207,4,269.04,0.0,1076.16,80.95
ORD100014,2024-01-08,North,Norway,Office Supplies,Binders,Binders Model 736,5,285.35,0.0,1426.75,94.0
ORD100682,2024-01-08,West,Canada,Technology,Accessories,Accessories Model 220,4,265.1,0.0,1060.4,260.31
ORD100723,2024-01-09,Central,France,Office Supplies,Pens,Pens Model 292,2,147.1,0.0,294.2,54.25
ORD101408,2024-01-09,South,Australia,Technology,Computers,Computers Model 143,5,383.32,0.1,1916.6,221.52
ORD100192,2024-01-09,East,China,Office Supplies,Pens,Pens Model 249,2,224.65,0.05,449.3,33.36
ORD100819,2024-01-09,East,Japan,Technology,Accessories,Accessories Model 256,4,219.17,0.05,876.68,149.05
ORD100318,2024-01-10,West,Canada,Office Supplies,Pens,Pens Model 600,4,335.23,0.1,1340.92,31.06
ORD101914,2024-01-10,West,USA,Technology,Computers,Computers Model 915,6,408.36,0.05,2450.16,372.62
ORD101009,2024-01-11,South,Australia,Technology,Computers,Computers Model 435,3,422.52,0.0,1267.56,89.87
ORD100531,2024-01-11,South,Australia,Office Supplies,Binders,Binders Model 309,7,230.29,0.0,1612.03,237.31
ORD101494,2024-01-11,North,Norway,Office Supplies,Binders,Binders Model 242,2,305.81,0.0,611.62,47.17
ORD100176,2024-01-12,South,India,Office Supplies,Pens,Pens Model 195,1,297.73,0.0,297.73,15.2
ORD100929,2024-01-12,East,Japan,Office Supplies,Binders,Binders Model 885,1,176.43,0.05,176.43,16.75
ORD101484,2024-01-12,East,China,Office Supplies,Paper,Paper Model 909,2,95.44,0.1,190.88,4.38
ORD101747,2024-01-13,Central,Germany,Furniture,Bookcases,Bookcases Model 854,5,365.12,0.05,1825.6,402.1
ORD101123,2024-01-13,Central,France,Office Supplies,Binders,Binders Model 202,5,267.19,0.0,1335.95,84.08
ORD101317,2024-01-13,East,Japan,Office Supplies,Binders,Binders Model 145,7,23.43,0.0,164.01,21.14
ORD101025,2024-01-14,East,China,Furniture,Bookcases,Bookcases Model 133,6,250.3,0.0,1501.8,279.05
ORD100112,2024-01-14,South,India,Technology,Accessories,Accessories Model 892,2,302.37,0.0,604.74,73.78
ORD100499,2024-01-15,North,Norway,Technology,Phones,Phones Model 946,3,443.99,0.1,1331.97,13.28
ORD101220,2024-01-15,Central,Germany,Furniture,Chairs,Chairs Model 380,4,84.41,0.05,337.64,38.51
ORD101508,2024-01-15,East,Japan,Furniture,Chairs,Chairs Model 333,4,229.44,0.05,917.76,104.61
ORD100093,2024-01-15,South,India,Office Supplies,Binders,Binders Model 167,4,223.43,0.0,893.72,194.57
ORD101258,2024-01-16,North,Norway,Furniture,Tables,Tables Model 434,5,17.36,0.0,86.8,16.04
ORD101919,2024-01-16,Central,France,Furniture,Chairs,Chairs Model 672,6,348.05,0.05,2088.3,229.65
ORD101683,2024-01-16,East,China,Furniture,Bookcases,Bookcases Model 279,3,432.1,0.05,1296.3,166.8
ORD101711,2024-01-17,West,USA,Office Supplies,Paper,Paper Model 516,5,290.74,0.0,1453.7,140.93
ORD101881,2024-01-17,Central,France,Office Supplies,Pens,Pens Model 162,4,261.57,0.0,1046.28,214.61
ORD101831,2024-01-18,Central,France,Technology,Phones,Phones Model 862,4,475.91,0.0,1903.64,341.81
ORD100569,2024-01-19,East,China,Technology,Accessories,Accessories Model 672,3,241.69,0.0,725.07,118.84
ORD100217,2024-01-20,East,Japan,Technology,Accessories,Accessories Model 787,3,192.89,0.0,578.67,68.53
ORD100175,2024-01-20,North,UK,Furniture,Tables,Tables Model 305,2,401.93,0.0,803.86,114.83
ORD100738,2024-01-20,East,Japan,Office Supplies,Paper,Paper Model 542,3,256.17,0.1,768.51,17.27
ORD100204,2024-01-21,East,China,Technology,Phones,Phones Model 926,5,271.29,0.0,1356.45,139.24
ORD100376,2024-01-21,North,Norway,Technology,Computers,Computers Model 330,5,38.69,0.1,193.45,33.72
ORD101266,2024-01-21,South,Australia,Office Supplies,Pens,Pens Model 377,3,117.42,0.0,352.26,57.45
ORD100876,2024-01-21,Central,France,Technology,Accessories,Accessories Model 605,3,231.98,0.0,695.94,135.33
ORD101154,2024-01-21,West,Canada,Technology,Accessories,Accessories Model 751,3,258.4,0.0,775.2,182.35
ORD100023,2024-01-21,East,China,Office Supplies,Paper,Paper Model 921,3,118.43,0.1,355.29,58.93
ORD101760,2024-01-21,East,China,Technology,Accessories,Accessories Model 842,4,405.6,0.0,1622.4,83.33
ORD100205,2024-01-22,North,UK,Technology,Computers,Computers Model 375,3,163.83,0.0,491.49,44.19
ORD101743,2024-01-22,East,China,Technology,Phones,Phones Model 642,3,378.59,0.1,1135.77,5.26
ORD101719,2024-01-22,East,Japan,Office Supplies,Paper,Paper Model 111,4,168.99,0.05,675.96,65.95
ORD100649,2024-01-22,South,Australia,Office Supplies,Paper,Paper Model 447,3,352.65,0.0,1057.95,198.73
ORD100050,2024-01-23,Central,Germany,Office Supplies,Paper,Paper Model 604,5,451.97,0.1,2259.85,353.7
ORD100067,2024-01-23,Central,France,Office Supplies,Binders,Binders Model 376,2,309.82,0.05,619.64,67.56
ORD100776,2024-01-24,South,Australia,Technology,Phones,Phones Model 344,4,95.74,0.0,382.96,78.01
ORD101488,2024-01-24,East,China,Office Supplies,Pens,Pens Model 699,2,462.16,0.0,924.32,116.26
ORD101836,2024-01-25,South,Australia,Office Supplies,Binders,Binders Model 603,7,237.17,0.0,1660.19,409.13
ORD100713,2024-01-25,East,Japan,Office Supplies,Pens,Pens Model 876,4,402.96,0.05,1611.84,309.82
ORD100069,2024-01-25,West,Canada,Furniture,Bookcases,Bookcases Model 954,2,98.68,0.1,197.36,8.51
ORD101426,2024-01-26,East,China,Office Supplies,Paper,Paper Model 287,3,567.93,0.0,1703.79,172.19
ORD101054,2024-01-26,East,Japan,Furniture,Bookcases,Bookcases Model 384,3,75.76,0.1,227.28,41.23
ORD101225,2024-01-26,Central,France,Furniture,Bookcases,Bookcases Model 103,8,46.01,0.0,368.08,52.15
ORD100309,2024-01-27,West,Canada,Office Supplies,Paper,Paper Model 181,3,255.22,0.0,765.66,153.04
ORD100964,2024-01-27,West,Canada,Technology,Phones,Phones Model 267,2,223.07,0.1,446.14,65.74
ORD101781,2024-01-27,North,UK,Furniture,Tables,Tables Model 889,4,112.09,0.05,448.36,47.26
ORD100108,2024-01-27,South,India,Technology,Computers,Computers Model 111,3,131.39,0.05,394.17,34.89
ORD100378,2024-01-28,North,UK,Office Supplies,Paper,Paper Model 454,5,175.25,0.0,876.25,194.92
ORD100608,2024-01-28,West,USA,Office Supplies,Pens,Pens Model 563,4,86.61,0.0,346.44,45.8
ORD100136,2024-01-28,North,UK,Office Supplies,Pens,Pens Model 139,1,334.92,0.0,334.92,71.99
ORD100440,2024-01-28,North,Norway,Furniture,Tables,Tables Model 217,4,281.92,0.0,1127.68,209.74
ORD100536,2024-01-29,South,India,Office Supplies,Binders,Binders Model 291,5,164.45,0.1,822.25,82.15
ORD101623,2024-01-29,East,China,Office Supplies,Pens,Pens Model 628,3,217.51,0.0,652.53,133.46
ORD100907,2024-01-29,West,USA,Furniture,Bookcases,Bookcases Model 271,4,252.44,0.05,1009.76,34.86
ORD101571,2024-01-30,West,Canada,Furniture,Bookcases,Bookcases Model 517,2,129.47,0.1,258.94,21.74
ORD101763,2024-01-30,Central,France,Office Supplies,Binders,Binders Model 311,4,262.91,0.0,1051.64,214.36
ORD101939,2024-01-30,West,USA,Office Supplies,Pens,Pens Model 438,5,348.23,0.05,1741.15,213.75
ORD101108,2024-01-31,North,Norway,Technology,Phones,Phones Model 891,7,311.6,0.0,2181.2,474.69
ORD101270,2024-01-31,Central,France,Office Supplies,Pens,Pens Model 260,5,287.65,0.0,1438.25,206.68
ORD100562,2024-01-31,North,UK,Office Supplies,Binders,Binders Model 270,3,66.44,0.05,199.32,20.54
ORD100576,2024-01-31,West,USA,Office Supplies,Paper,Paper Model 510,6,200.38,0.1,1202.28,221.19
ORD101458,2024-02-01,North,UK,Furniture,Chairs,Chairs Model 943,6,222.32,0.05,1333.92,245.29
ORD100557,2024-02-01,North,UK,Technology,Accessories,Accessories Model 288,3,450.71,0.0,1352.13,181.87
ORD100511,2024-02-01,Central,Germany,Technology,Accessories,Accessories Model 369,4,150.57,0.0,602.28,80.92
ORD101698,2024-02-01,West,USA,Office Supplies,Paper,Paper Model 211,2,142.25,0.1,284.5,21.66
ORD100306,2024-02-02,Central,France,Office Supplies,Paper,Paper Model 700,5,274.53,0.0,1372.65,194.38
ORD100589,2024-02-02,South,Australia,Office Supplies,Pens,Pens Model 108,1,400.5,0.0,400.5,39.01
ORD100135,2024-02-02,North,Norway,Furniture,Bookcases,Bookcases Model 211,3,426.67,0.0,1280.01,304.84
ORD101503,2024-02-03,South,India,Technology,Phones,Phones Model 711,5,226.69,0.05,1133.45,34.62
ORD100393,2024-02-04,West,USA,Office Supplies,Binders,Binders Model 896,4,249.01,0.1,996.04,79.0
ORD100805,2024-02-05,South,India,Technology,Accessories,Accessories Model 914,4,276.73,0.0,1106.92,83.91
ORD101330,2024-02-05,West,USA,Technology,Accessories,Accessories Model 814,4,269.67,0.0,1078.68,266.61
ORD101669,2024-02-05,Central,Germany,Furniture,Chairs,Chairs Model 337,2,232.41,0.05,464.82,42.38
ORD100312,2024-02-05,East,Japan,Office Supplies,Binders,Binders Model 569,6,137.7,0.15,826.2,-0.52
ORD100232,2024-02-05,South,Australia,Technology,Computers,Computers Model 387,4,188.41,0.1,753.64,84.32
ORD100777,2024-02-05,South,Australia,Office Supplies,Binders,Binders Model 929,5,155.05,0.15,775.25,127.53
ORD101786,2024-02-05,North,UK,Office Supplies,Pens,Pens Model 556,3,190.28,0.1,570.84,10.64
ORD101423,2024-02-05,South,Australia,Furniture,Bookcases,Bookcases Model 619,2,540.88,0.0,1081.76,242.99
ORD100074,2024-02-06,West,Canada,Office Supplies,Pens,Pens Model 433,2,342.55,0.1,685.1,25.39
ORD101033,2024-02-06,South,India,Technology,Accessories,Accessories Model 586,5,241.53,0.0,1207.65,120.89
ORD100674,2024-02-06,Central,France,Technology,Computers,Computers Model 574,5,249.38,0.0,1246.9,172.1
ORD101438,2024-02-06,East,China,Technology,Phones,Phones Model 342,1,128.41,0.0,128.41,14.44
ORD100218,2024-02-07,West,Canada,Technology,Computers,Computers Model 568,5,15.25,0.0,76.25,5.59
ORD100247,2024-02-07,South,India,Furniture,Tables,Tables Model 270,3,91.36,0.1,274.08,51.74
ORD100832,2024-02-07,West,Canada,Office Supplies,Paper,Paper Model 709,3,681.32,0.0,2043.96,218.57
ORD101878,2024-02-08,North,UK,Office Supplies,Binders,Binders Model 955,4,14.11,0.0,56.44,5.3
ORD100281,2024-02-08,North,UK,Furniture,Tables,Tables Model 949,6,276.11,0.0,1656.66,198.78
ORD100838,2024-02-09,East,China,Office Supplies,Pens,Pens Model 565,5,62.23,0.0,311.15,39.38
ORD101132,2024-02-09,East,China,Technology,Computers,Computers Model 974,5,260.41,0.05,1302.05,266.09
ORD100739,2024-02-09,East,Japan,Technology,Phones,Phones Model 957,4,345.18,0.1,1380.72,189.65
ORD101356,2024-02-10,East,Japan,Technology,Computers,Computers Model 167,2,422.98,0.0,845.96,87.19
ORD100147,2024-02-11,Central,France,Technology,Accessories,Accessories Model 278,1,125.86,0.05,125.86,4.45
ORD101130,2024-02-11,East,China,Office Supplies,Pens,Pens Model 989,3,196.52,0.0,589.56,143.77
ORD100122,2024-02-11,South,India,Furniture,Tables,Tables Model 124,5,437.08,0.0,2185.4,260.15
ORD100690,2024-02-12,West,Canada,Furniture,Bookcases,Bookcases Model 519,3,18.91,0.15,56.73,6.56
ORD100385,2024-02-12,South,India,Furniture,Chairs,Chairs Model 958,3,358.09,0.0,1074.27,246.96
ORD100656,2024-02-13,West,Canada,Technology,Computers,Computers Model 548,4,307.76,0.0,1231.04,219.82
ORD101027,2024-02-14,South,Australia,Technology,Computers,Computers Model 840,5,356.48,0.0,1782.4,270.16
ORD101839,2024-02-14,East,Japan,Office Supplies,Paper,Paper Model 679,4,122.29,0.15,489.16,32.43
ORD100971,2024-02-14,South,Australia,Office Supplies,Binders,Binders Model 574,5,42.21,0.1,211.05,6.95
ORD101092,2024-02-15,West,USA,Furniture,Tables,Tables Model 742,2,272.51,0.0,545.02,98.63
ORD101070,2024-02-15,West,USA,Office Supplies,Binders,Binders Model 372,2,236.23,0.05,472.46,74.17
ORD100184,2024-02-15,North,Norway,Furniture,Bookcases,Bookcases Model 281,8,567.42,0.0,4539.36,515.77
ORD101656,2024-02-16,West,Canada,Furniture,Tables,Tables Model 182,8,364.61,0.05,2916.88,535.61
ORD100530,2024-02-17,North,Norway,Office Supplies,Pens,Pens Model 763,4,198.9,0.05,795.6,91.86
ORD101469,2024-02-18,North,UK,Office Supplies,Pens,Pens Model 168,3,107.4,0.0,322.2,22.42
ORD100022,2024-02-18,Central,France,Furniture,Tables,Tables Model 172,2,134.88,0.15,269.76,24.17
ORD101651,2024-02-18,West,Canada,Technology,Phones,Phones Model 404,6,280.08,0.0,1680.48,259.55
ORD100629,2024-02-19,North,Norway,Furniture,Bookcases,Bookcases Model 539,4,29.19,0.0,116.76,26.75
ORD100260,2024-02-19,South,Australia,Office Supplies,Paper,Paper Model 953,3,70.99,0.0,212.97,22.48
ORD100680,2024-02-19,West,Canada,Office Supplies,Binders,Binders Model 201,3,203.35,0.0,610.05,118.79
ORD101473,2024-02-20,Central,Germany,Office Supplies,Paper,Paper Model 462,7,249.4,0.0,1745.8,358.28
ORD100226,2024-02-20,Central,France,Office Supplies,Paper,Paper Model 348,2,55.59,0.05,111.18,23.65
ORD101820,2024-02-20,North,UK,Furniture,Chairs,Chairs Model 200,5,141.62,0.0,708.1,145.86
ORD100506,2024-02-21,Central,Germany,Furniture,Bookcases,Bookcases Model 728,6,342.26,0.0,2053.56,311.12
ORD101157,2024-02-22,North,UK,Furniture,Bookcases,Bookcases Model 562,5,71.3,0.0,356.5,37.29
ORD101239,2024-02-22,East,Japan,Furniture,Tables,Tables Model 684,6,54.84,0.0,329.04,43.34
ORD100522,2024-02-22,North,UK,Office Supplies,Paper,Paper Model 370,2,88.11,0.0,176.22,37.21
ORD101894,2024-02-22,South,Australia,Office Supplies,Binders,Binders Model 800,5,340.56,0.05,1702.8,148.28
ORD101002,2024-02-23,West,USA,Office Supplies,Binders,Binders Model 160,3,57.42,0.0,172.26,11.2
ORD101544,2024-02-23,Central,Germany,Office Supplies,Paper,Paper Model 570,3,418.3,0.0,1254.9,63.84
ORD100110,2024-02-23,South,India,Technology,Accessories,Accessories Model 758,7,237.72,0.0,1664.04,97.28
ORD100532,2024-02-24,West,Canada,Office Supplies,Paper,Paper Model 394,3,69.1,0.05,207.3,18.08
ORD101135,2024-02-24,South,India,Office Supplies,Pens,Pens Model 229,4,425.01,0.0,1700.04,345.69
ORD100289,2024-02-24,West,Canada,Office Supplies,Paper,Paper Model 607,3,406.74,0.05,1220.22,227.79
ORD101888,2024-02-24,South,India,Furniture,Tables,Tables Model 908,4,268.2,0.0,1072.8,131.93
ORD101065,2024-02-24,Central,France,Technology,Computers,Computers Model 254,3,43.09,0.0,129.27,18.23
ORD100290,2024-02-26,West,Canada,Office Supplies,Paper,Paper Model 740,3,124.24,0.0,372.72,62.92
ORD101615,2024-02-26,South,India,Office Supplies,Paper,Paper Model 638,6,37.35,0.0,224.1,44.52
ORD100786,2024-02-26,Central,Germany,Office Supplies,Pens,Pens Model 953,7,152.26,0.0,1065.82,172.57
ORD100614,2024-02-26,Central,France,Office Supplies,Binders,Binders Model 358,6,62.27,0.0,373.62,70.11
ORD101040,2024-02-26,Central,France,Office Supplies,Paper,Paper Model 430,1,136.33,0.0,136.33,28.68
ORD101933,2024-02-28,North,Norway,Furniture,Bookcases,Bookcases Model 811,4,98.55,0.05,394.2,80.03
ORD101202,2024-02-28,South,India,Technology,Computers,Computers Model 786,2,316.24,0.1,632.48,0.57
ORD101780,2024-02-29,Central,France,Office Supplies,Pens,Pens Model 844,3,221.17,0.0,663.51,102.28
ORD100921,2024-02-29,West,Canada,Office Supplies,Binders,Binders Model 971,2,158.81,0.0,317.62,76.5
ORD101463,2024-03-01,East,China,Furniture,Bookcases,Bookcases Model 622,5,308.55,0.0,1542.75,382.06
ORD101622,2024-03-01,West,Canada,Technology,Phones,Phones Model 758,4,112.6,0.0,450.4,89.7
ORD101999,2024-03-02,East,China,Technology,Phones,Phones Model 876,3,146.64,0.0,439.92,47.0
ORD100502,2024-03-02,North,Norway,Office Supplies,Pens,Pens Model 634,2,96.51,0.0,193.02,18.12
ORD101812,2024-03-03,South,India,Furniture,Bookcases,Bookcases Model 142,3,234.08,0.0,702.24,96.52
ORD100061,2024-03-03,South,India,Furniture,Bookcases,Bookcases Model 700,2,89.62,0.0,179.24,15.97
ORD101198,2024-03-04,East,China,Technology,Accessories,Accessories Model 380,6,346.73,0.0,2080.38,450.14
ORD101492,2024-03-04,South,India,Office Supplies,Paper,Paper Model 123,4,245.03,0.1,980.12,76.69
ORD101694,2024-03-05,East,Japan,Technology,Accessories,Accessories Model 795,3,163.92,0.0,491.76,113.14
ORD101733,2024-03-05,West,Canada,Office Supplies,Binders,Binders Model 642,6,320.29,0.0,1921.74,140.6
ORD101141,2024-03-06,South,Australia,Office Supplies,Binders,Binders Model 974,6,181.75,0.05,1090.5,160.93
ORD100473,2024-03-07,East,Japan,Furniture,Bookcases,Bookcases Model 546,3,97.45,0.0,292.35,68.6
ORD101500,2024-03-07,Central,France,Office Supplies,Paper,Paper Model 801,6,428.13,0.0,2568.78,638.85
ORD101388,2024-03-10,Central,Germany,Office Supplies,Pens,Pens Model 826,6,0.46,0.0,2.76,0.41
ORD100784,2024-03-10,South,India,Office Supplies,Binders,Binders Model 984,2,112.55,0.0,225.1,56.12
ORD100461,2024-03-10,North,UK,Office Supplies,Paper,Paper Model 470,4,280.77,0.05,1123.08,90.92
ORD101191,2024-03-10,Central,Germany,Technology,Phones,Phones Model 155,2,236.8,0.05,473.6,89.17
ORD100966,2024-03-10,West,Canada,Office Supplies,Binders,Binders Model 254,1,157.61,0.0,157.61,38.99
ORD100791,2024-03-10,West,Canada,Technology,Computers,Computers Model 207,2,169.46,0.0,338.92,35.78
ORD101145,2024-03-11,North,UK,Office Supplies,Binders,Binders Model 475,1,173.55,0.0,173.55,25.57
ORD100001,2024-03-11,North,Norway,Furniture,Bookcases,Bookcases Model 185,5,218.09,0.0,1090.45,235.73
ORD101626,2024-03-12,West,USA,Office Supplies,Pens,Pens Model 639,7,113.82,0.0,796.74,144.2
ORD100744,2024-03-12,West,USA,Furniture,Bookcases,Bookcases Model 329,3,176.64,0.1,529.92,67.98
ORD100931,2024-03-12,North,UK,Technology,Accessories,Accessories Model 219,3,258.82,0.1,776.46,97.76
ORD100325,2024-03-13,East,China,Office Supplies,Binders,Binders Model 976,5,442.86,0.1,2214.3,50.89
ORD100770,2024-03-13,South,Australia,Office Supplies,Binders,Binders Model 706,2,341.8,0.0,683.6,95.78
ORD100228,2024-03-14,Central,France,Furniture,Chairs,Chairs Model 925,3,269.93,0.0,809.79,187.43
ORD101712,2024-03-15,Central,Germany,Technology,Accessories,Accessories Model 355,3,95.84,0.05,287.52,53.06
ORD101482,2024-03-15,North,UK,Furniture,Chairs,Chairs Model 738,5,56.39,0.0,281.95,46.12
ORD101510,2024-03-15,East,China,Office Supplies,Pens,Pens Model 979,3,106.43,0.05,319.29,17.32
ORD100673,2024-03-16,Central,France,Office Supplies,Binders,Binders Model 576,1,307.14,0.0,307.14,33.12
ORD101068,2024-03-16,North,Norway,Technology,Computers,Computers Model 726,3,245.42,0.1,736.26,62.66
ORD100961,2024-03-16,Central,Germany,Office Supplies,Binders,Binders Model 723,4,222.9,0.0,891.6,181.54
ORD100200,2024-03-17,West,USA,Furniture,Bookcases,Bookcases Model 930,5,181.52,0.05,907.6,124.26
ORD101302,2024-03-17,Central,France,Technology,Computers,Computers Model 946,6,375.26,0.1,2251.56,321.15
